client_name,note,created,products
francivaldo4334,,2024-04-19,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada (x1)"
nathanaelbryan,,2024-04-19,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada (x1)"
gabriel,-arroz +macarrão +salada,2024-04-19,"Churrasco misto (x1), Arroz branco (x1), Macarrão (x1), Salada (x1)"
francivaldo4334,,2024-04-18,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Eric,,2024-04-18,"Assado de Panela (x1), Arroz branco (x1), Macarrão (x1)"
Duda,"por favor, se puder colocar um ovo cozido do peixe eu agradeço. e bastante molho, muito obrigada ",2024-04-18,"Peixe ao molho de camarão (x1), Arroz branco (x1), Macarrão (x1)"
Fernanda,"Sem arroz, por favor",2024-04-18,"Peixe ao molho de camarão (x1), Farofa (x1), Macarrão (x1), Salada de repolho (x1)"
gabriel,-arroz +macarrão +salada,2024-04-18,"Galinha ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada de repolho (x1)"
Marciela,Otimo dia!! 🌺,2024-04-18,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-04-18,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de repolho (x1)"
Duda,,2024-04-17,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-04-17,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
francivaldo4334,,2024-04-17,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima quarta !!,2024-04-17,"Frango assado no forno (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,"Sem arroz, por favor",2024-04-17,"Frango assado no forno (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-04-17,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-04-17,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,-arroz +macarrão +salada,2024-04-17,"Bife com purê (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,"Sem arroz, por favor",2024-04-16,"Strogonoff de frango (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1)"
francivaldo4334,,2024-04-16,"Strogonoff de frango (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Duda,por favor se puder colocar um pouco de caldo no arroz eu agradeço. muito obrigada,2024-04-16,"Fígado acebolado (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Marciela,Ótimo dia 🌺 Seria possível me enviar um limão ,2024-04-16,"Lasanha de calabresa (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1)"
Eric,,2024-04-16,"Lasanha de calabresa (x1), Arroz branco (x1), Macarrão (x1)"
Andreiver,,2024-04-16,"Lasanha de calabresa (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
gabriel,-arroz +macarrão +salada,2024-04-16,"Strogonoff de frango (x1), Arroz branco (x1), Macarrão (x1), Salada de maionese (x1)"
Duda,,2024-04-15,"Peixe Frito (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada (x1), Vinagrete (x1)"
francivaldo4334,,2024-04-15,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada (x1)"
Andreiver,,2024-04-15,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Salada (x1), Salada de repolho cozida (x1)"
Marciela,"Ótima semana !!
",2024-04-15,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada (x1), Vinagrete (x1)"
Fernanda,"Sem arroz, por favor",2024-04-15,"Assado de Panela (x1), Farofa (x1), Macarrão (x1), Salada (x1), Vinagrete (x1)"
Eric,,2024-04-15,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada (x1)"
gabriel,,2024-04-15,"Assado de Panela (x1), Arroz branco (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Eric,,2024-04-12,"Churrasco misto (x1), Baião (x1), Macarrão (x1), Salada (x1)"
francivaldo4334,,2024-04-12,"Churrasco misto (x1), Baião (x1), Completo (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada (x1)"
Beto,,2024-04-12,"Churrasco misto (x1), Baião (x1), Feijão (x1), Macarrão (x1), Vinagrete (x1)"
Duda,sem farofa por favor,2024-04-12,"Churrasco misto (x1), Baião (x1), Feijão (x1), Macarrão (x1), Salada (x1), Vinagrete (x1)"
Fernanda,"Sem arroz, por favor",2024-04-12,"Churrasco misto (x1), Farofa (x1), Macarrão (x1), Salada (x1), Vinagrete (x1)"
gabriel,"- arroz, + salada",2024-04-12,"Churrasco misto (x1), Completo (x1)"
Andreiver,Tudo menos vinagrete,2024-04-12,Churrasco misto (x1)
Fernanda,"Sem arroz, por favor ",2024-04-11,"Carne com verduras (x1), Farofa (x1), Macarrão (x1), Salada Tropical (x1)"
francivaldo4334,,2024-04-11,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-04-11,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada Tropical (x1)"
gabriel,- arroz + Macarrão +Salada,2024-04-11,"Carne com verduras (x1), Arroz branco (x1), Macarrão (x1), Salada Tropical (x1)"
Beto,,2024-04-11,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Eric,,2024-04-11,"Carne com verduras (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada Tropical (x1)"
gabriel,- arroz + Macarrão +Salada,2024-04-10,"Lasanha de carne (x1), Arroz branco (x1), Macarrão (x1), Salada de repolho (x1)"
Fernanda,"Sem arroz, por favor",2024-04-10,"Assado de Panela (x1), Farofa (x1), Macarrão (x1), Salada de repolho (x1)"
Beto,,2024-04-10,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
nathanaelbryan,,2024-04-10,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
Marciela,Otimo dia 🙏 Obrigado pelo limão 😘,2024-04-10,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
francivaldo4334,,2024-04-10,"Lasanha de carne (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de repolho (x1)"
Duda,pouco arroz por favor. ,2024-04-10,"Lasanha de carne (x1), Arroz branco (x1), Macarrão (x1)"
Andreiver,,2024-04-10,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de repolho (x1)"
Eric,,2024-04-10,"Lasanha de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Marciela,"Ótima terça!!
Seria possível me enviar um limão! De já agradeço",2024-04-09,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Beto,,2024-04-09,"Strogonoff de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-04-09,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de repolho (x1)"
Duda,,2024-04-09,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de repolho (x1)"
Eric,,2024-04-09,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
gabriel,- arroz + Macarrão +Salada,2024-04-09,"Strogonoff de carne (x1), Arroz branco (x1), Macarrão (x1), Salada de repolho (x1)"
francivaldo4334,,2024-04-09,"Picadinho de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Fernanda,"Sem arroz, por favor

",2024-04-09,"Picadinho de carne (x1), Farofa (x1), Macarrão (x1), Salada de repolho (x1)"
Fernanda,"Sem arroz. por favor
",2024-04-08,"Assado de Panela (x1), Farofa (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Duda,,2024-04-08,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
francivaldo4334,,2024-04-08,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Beto,,2024-04-08,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Marciela,Ótima semana ,2024-04-08,"Cozidão (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Andreiver,,2024-04-08,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Eric,,2024-04-08,"Cozidão (x1), Baião (x1), Macarrão (x1)"
gabriel,"- arroz, + macarrão + salada",2024-04-08,"Galinha ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada de repolho cozida (x1)"
francivaldo4334,,2024-04-05,"Churrasco misto (x1), Baião (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,Tudo menos vinagrete,2024-04-05,Churrasco misto (x1)
Duda,,2024-04-05,"Assado de Panela (x1), Baião (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-04-05,"Churrasco misto (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,"Sem arroz, por favor",2024-04-05,"Churrasco misto (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-04-05,"Churrasco misto (x1), Baião (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Beto,,2024-04-05,"Churrasco misto (x1), Baião (x1), Feijão (x1), Macarrão (x1)"
gabriel,"-arroz, +macarrão, +salada",2024-04-05,"Churrasco misto (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
Duda,"por favor, se puder colocar a feijoada como opcao de feijão. ",2024-04-04,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Beto,,2024-04-04,"Lasanha de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
francivaldo4334,,2024-04-04,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Fernanda,"Sem arroz, por favor",2024-04-04,"Frango assado no forno (x1), Farofa (x1), Macarrão (x1), Salada de repolho cozida (x1)"
gabriel,"-arroz, +macarrão, +salada",2024-04-04,"Lasanha de carne (x1), Arroz branco (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Eric,,2024-04-04,"Lasanha de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-04-04,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
gabriel,,2024-04-03,"Bife ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-04-03,"Bife ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
francivaldo4334,,2024-04-03,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-04-03,"Frango ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2024-04-03,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima Quarta ,2024-04-03,"Carne de sol acebolada (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Fernanda,"Sem arroz, por favor ",2024-04-03,"Carne de sol acebolada (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2024-04-03,"Carne de sol acebolada (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-04-02,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,"sem feijão, por favor. ",2024-04-02,"Porco ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2024-04-02,"Frango frito (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2024-04-02,"Frango frito (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima Terça!!,2024-04-02,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,"Sem arroz, por favor",2024-04-02,"Frango ao molho (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-04-02,"Frango frito (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-04-02,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
danilo,,2024-04-01,"Bife acebolado (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
matheus_tech,,2024-04-01,"Lasanha de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Eric,,2024-04-01,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
marcos,,2024-04-01,"Lasanha de carne (x1), Arroz branco (x1), Farofa (x1)"
leonardo,,2024-04-01,"Lasanha de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
Fernanda,"Sem arroz, por favor",2024-04-01,"Frango ao molho (x1), Farofa (x1), Macarrão (x1), Salada de repolho cozida (x1)"
francivaldo4334,,2024-04-01,"Bife acebolado (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Beto,,2024-04-01,"Bife acebolado (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-04-01,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Salada de repolho cozida (x1)"
Marciela,Ótima semana 🙏🌻,2024-04-01,"Lasanha de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
ArchMoon,,2024-04-01,"Lasanha de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
gabriel,,2024-04-01,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-03-27,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada de repolho cozida (x1)"
nathanaelbryan,,2024-03-27,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada de repolho cozida (x1)"
Marciela,"Otimo dia!! Por gentileza quando for montar o meu, gostaria de pedir para colocar mais caldo por favor 🙏 Agradeço muito! Não tem problema se ficar estranho!😘",2024-03-27,"Cozidão (x1), Arroz branco (x1), Macarrão (x1)"
Beto,,2024-03-27,"Peixe Frito (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Duda,"Por favor, coloca quiabo se tiver, Sem feijão. Obrigada 🙏🙏",2024-03-27,"Cozidão (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de repolho cozida (x1)"
francivaldo4334,,2024-03-27,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Eric,,2024-03-27,"Cozidão (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Fernanda,"Sem arroz, por favor",2024-03-27,"Assado de Panela (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Beto,,2024-03-26,"Strogonoff de frango (x1), arroz temperado (x1), Feijão (x1), Macarrão (x1)"
nathanaelbryan,"Por favor, caprichar no feijão ",2024-03-26,"Bife ao molho (x1), arroz temperado (x1), Feijão (x1), Salada de repolho cozida (x1)"
Duda,"Essa salada de repolho é muito boa, poderiam disponibilizar sempre 😻😻😻",2024-03-26,"Frango assado no forno (x1), arroz temperado (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Eric,,2024-03-26,"Frango assado no forno (x1), Baião (x1), Macarrão (x1)"
Fernanda,"Sem arroz, por favor",2024-03-26,"Frango assado no forno (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
francivaldo4334,,2024-03-26,"Frango assado no forno (x1), arroz temperado (x1), Baião (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-03-26,"Frango assado no forno (x1), Baião (x1), Salada de repolho cozida (x1)"
Duda,,2024-03-25,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
nathanaelbryan,"Por favor, caprichar no feijão e na salada e diminuir o arroz.",2024-03-25,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada de repolho cozida (x1)"
Fernanda,"Sem arroz, por favor
",2024-03-25,"Frango ao molho (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Eric,,2024-03-25,"Frango ao molho (x1), Arroz branco (x1), Macarrão (x1)"
francivaldo4334,,2024-03-25,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada de repolho cozida (x1)"
Beto,,2024-03-25,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-03-25,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Salada de repolho cozida (x1)"
Andreiver,Todos os acompanhamentos menos vinagrete.,2024-03-22,Churrasco misto (x1)
nathanaelbryan,"Por favor, se possível, caprichar na salada e no feijão.",2024-03-22,"Peixe Frito (x1), Baião (x1), Feijão (x1), Salada verde (x1)"
Eric,,2024-03-22,"Churrasco misto (x1), Baião (x1)"
Duda,"Sem feijão, por favor. ",2024-03-22,"Lasanha de carne (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,"Sem arroz, por favor",2024-03-22,"Churrasco misto (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-03-22,"Lasanha de carne (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
dariobcalcada,Muita LUZ!,2024-03-22,"Churrasco misto (x1), Baião (x1), Farofa (x1)"
Beto,,2024-03-22,"Lasanha de carne (x1), Baião (x1), Feijão (x1), Macarrão (x1)"
Beto,,2024-03-21,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
nathanaelbryan,"Por favor, caprichar no feijão e na salada e diminuir o arroz. Obrigado!",2024-03-21,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Salada (x1)"
Fernanda,"Sem arroz, por favor",2024-03-21,"Assado de Panela (x1), Feijão (x1), Macarrão (x1), Salada (x1)"
francivaldo4334,,2024-03-21,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada (x1)"
Duda,por favor da ultima vez nao veio feijao. :(,2024-03-21,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada (x1)"
Eric,,2024-03-21,"Cozidão (x1), Arroz branco (x1), Feijão (x1)"
Andreiver,,2024-03-21,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada (x1)"
Duda,"Por favor, se puder colocar menos arroz e mais salada, eu agradeço. Obrigada 💝",2024-03-20,"Peixe Frito (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Marciela,"Feliz dia!! Obrigado pelos limões, se não for pedir muito. Poderia me enviar  so 1 ?",2024-03-20,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Beto,,2024-03-20,"Bife acebolado (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Andreiver,,2024-03-20,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Eric,,2024-03-20,"Frango assado no forno (x1), Arroz branco (x1)"
Fernanda,"Sem arroz, por favor",2024-03-20,"Bife acebolado (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-03-20,"Bife acebolado (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,"Por favor, caprichar na salada e no feijão e colocar um pouco menos de arroz. Obrigado, bom dia!",2024-03-20,"Bife acebolado (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
nathanaelbryan,"Por favor, caprichar no feijão e na salada e diminuir o arroz. Se o Carneiro acabar, pode mandar porco. Obrigado! ",2024-03-19,"Carneiro ao molho (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
Andreiver,,2024-03-19,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Beto,,2024-03-19,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Fernanda,"Sem arroz, por favor",2024-03-19,"Galinha ao molho (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2024-03-19,"Porco ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
francivaldo4334,,2024-03-19,"Fígado acebolado (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-03-19,"Galinha ao molho (x1), Arroz branco (x1)"
dariobcalcada,"Sem arroz por favor
Muita LUZ!",2024-03-19,"Carneiro ao molho (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima Terça ,2024-03-19,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1)"
Fernanda,"Sem arroz, por favor",2024-03-18,"Assado de Panela (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2024-03-18,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Eric,,2024-03-18,"Galinha ao molho (x1), Arroz branco (x1)"
nathanaelbryan,"Por favor, diminuir o arroz e caprichar no feijão e na salada. Obrigado! ",2024-03-18,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Beto,,2024-03-18,"Bife ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
